,AXP,AMGN,AAPL,BA,CAT,CSCO,CVX,GS,HD,HON,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,CRM,VZ,V,WBA,WMT,DIS,DOW
489,168.02,212.57,174.56,207.56,204.13,57.55,118.14,396.49,411.34,206.0,123.57,50.48,165.9,54.86,160.46,262.34,175.94,72.86,333.1,168.1,153.32,153.49,473.32,264.32,50.16,211.39,49.17,138.5,152.94,54.39
490,167.03,210.89,179.45,205.06,203.46,59.25,118.34,391.06,415.4,209.81,124.09000000000002,50.59,165.49,56.28,159.82,264.97,177.1,72.62,342.54,169.06,155.46,154.25,478.23,266.03,50.19,213.4,49.5,141.03,152.71,54.68
491,163.3,211.39,175.74,197.4,201.25,58.61,115.88,384.64,405.24,209.23,122.58,50.0,168.45,57.76,157.92,263.09,174.58,73.42,339.4,166.84,157.67,153.18,478.14,265.76,50.28,211.02,49.14,143.57,150.43,53.32
492,162.85,213.74,174.33,195.5,201.64,57.77,116.22,388.82,402.2,206.68,123.76000000000002,49.7,170.29,57.8,159.13,262.52,174.72,73.72,328.34,165.4,158.25,156.73,479.46,255.59,50.65,209.98,49.32,144.94,149.1,53.88
493,162.24,219.25,179.3,195.43,202.55,59.93,115.56,389.91,407.81,209.76,123.11000000000001,50.67,171.14,58.06,157.94,264.52,175.78,75.29,334.65,163.9,158.86,158.37,494.38,260.04,50.55,212.31,49.66,145.77,150.4,54.04
494,163.0,222.58,172.26,190.79,206.17,60.31,116.64,397.37,399.53,209.61,125.92999999999999,50.83,173.01,58.65,160.41,265.55,178.31,75.91,324.9,162.72,161.11,162.02,492.86,253.12,52.75,214.37,49.26,143.34,148.75,54.6
495,160.01,222.5,171.14,192.63,201.37,60.46,113.6,381.8,387.98,205.17,127.4,50.62,168.23,57.73,156.76,261.7,174.75,75.69,323.8,161.36,157.46,158.19,487.12,252.93,53.17,211.88,48.85,138.75,148.76,54.1
496,155.89,219.99,169.75,188.48,195.46,60.36,113.65,371.61,389.4,199.85,127.06,49.6,167.75,57.54,153.94,261.73,172.64,76.41,319.91,156.98,157.86,153.53,483.73,247.21,53.09,208.74,48.83,139.2,146.47,53.51
497,160.91,220.92,172.99,199.52,198.31,61.03,115.47,380.32,390.47,201.67,128.97,50.77,167.21,57.77,156.09,264.39,172.92,75.54,327.29,166.63,157.76,155.52,487.21,252.55,52.78,215.38,49.96,139.62,151.05,54.2
498,162.47,221.53,175.64,201.69,202.15,61.53,116.13,382.33,395.64,201.84,129.75,50.97,167.93,58.18,156.7,264.94,172.64,76.16,333.2,165.44,159.32,154.69,494.13,252.8,52.77,217.96,50.41,139.8,151.88,54.23
499,164.19,223.79,176.28,204.22,206.2,62.28,116.41,385.04,397.07,205.22,130.63,51.31,168.25,58.22,157.26,265.95,174.97,75.73,334.69,165.67,160.1,154.65,495.38,253.14,52.68,216.62,50.48,139.49,153.63,55.14
500,164.39,225.17,180.33,203.17,206.38,63.42,118.79,388.04,404.09,206.43,131.62,51.94,169.67,58.65,158.16,268.24,176.7,76.57,342.45,167.58,161.97,156.04,499.5,258.3,52.68,217.63,50.73,140.76,152.8,55.87
501,164.41,225.77,179.29,206.13,206.62,63.53,118.56,387.61,406.22,207.05,132.63,51.76,170.35,58.88,158.64,267.88,177.64,76.81,341.25,166.42,162.84,157.12,502.94,255.45,52.72,218.05,51.43,142.78,155.2,56.63
502,163.83,227.6,179.38,203.66,207.33,63.96,117.95,386.2,410.84,207.53,133.35,51.83,171.55,58.95,158.56,268.49,178.41,76.95,341.95,168.78,164.19,157.5,505.58,254.54,52.36,218.17,52.25,142.71,154.87,57.06
503,164.16,226.47,178.2,202.71,206.08,63.62,117.43,385.52,409.94,207.11,133.91,51.74,172.31,58.78,158.48,267.21,177.64,77.14,339.32,167.49,162.77,156.81,504.43,255.33,52.25,217.87,51.99,143.17,155.93,56.78
504,163.6,224.97,177.57,201.32,206.74,63.37,117.35,382.55,415.01,208.51,133.66,51.5,171.07,59.21,158.35,268.07,177.63,76.64,336.32,166.67,163.58,156.43,502.14,254.13,51.96,216.71,52.16,144.69,154.89,56.72
505,168.21,226.69,182.01,207.86,207.0,63.16,119.26,395.33,408.64,206.8,136.04,53.21,171.54,59.3,161.7,268.58,177.74,76.87,334.75,164.67,162.9,155.75,502.28,255.46,52.44,221.43,53.06,144.65,156.76,56.87
506,173.61,227.84,179.7,213.63,218.08,61.25,121.43,407.48,412.84,209.0,138.02,53.14,171.08,60.29,167.83,268.51,180.23,77.01,329.01,166.39,163.47,159.0,490.9,248.23,53.47,222.46,53.48,142.0,155.73,58.41
507,171.76,225.14,174.92,213.07,219.75,60.28,122.22,398.63,407.24,211.06,138.22,53.87,172.22,60.79,163.78,267.19,179.49,78.88,316.38,162.25,164.21,159.77,489.69,227.67,54.02,220.0,54.0,143.92,155.19,58.35
508,172.9,225.17,172.0,211.34,221.99,60.92,123.26,396.93,405.76,210.82,135.34,54.01,171.63,60.47,165.52,269.69,178.0,78.83,313.88,161.04,162.83,162.33,469.65,229.15,53.76,219.75,52.44,143.52,156.9,58.24
509,174.38,227.29,172.17,215.5,224.19,61.13,125.03,397.51,393.61,215.75,134.83,53.44,173.95,60.33,167.16,267.06,179.95,80.3,314.04,156.97,162.74,166.24,458.6,228.31,54.24,216.96,53.84,144.89,157.83,59.1
510,173.74,230.37,172.19,209.31,221.64,61.82,125.11,399.17,387.46,213.46,135.03,55.21,173.09,60.43,167.32,264.41,177.41,82.37,314.27,150.44,160.52,164.06,465.0,229.63,53.87,211.97,53.73,144.61,156.6,58.4
511,175.38,232.38,175.08,216.02,219.95,62.37,127.97,403.05,386.67,216.31,132.87,55.91,171.25,60.45,167.49,262.12,178.98,81.67,314.98,150.3,158.66,163.16,469.0,234.84,53.59,214.38,54.33,144.2,157.89,59.18
512,174.47,231.76,175.53,217.45,222.4,62.12,127.33,390.31,389.4,218.25,133.59,55.74,169.79,60.54,168.44,260.92,179.42,81.2,318.27,152.21,159.01,162.97,473.72,237.83,53.45,215.71,53.91,143.44,157.8,59.26
513,173.29,230.85,172.19,223.9,227.0,61.5,126.8,390.8,386.98,219.43,134.76,54.94,168.76,60.9,168.23,261.41,181.02,81.32,304.8,149.59,158.29,163.05,467.43,228.63,53.52,215.0,54.19,145.47,155.44,59.94
514,168.4,235.36,173.07,225.96,228.94,61.36,128.96,380.94,372.0,217.65,134.21,55.7,167.84,61.39,157.89,257.71,178.74,81.38,310.2,148.18,159.81,163.21,468.69,231.23,53.28,214.67,54.3,145.06,151.94,60.74
515,166.17,233.83,169.8,225.01,229.87,59.73,129.38,354.4,366.72,213.59,132.94,54.76,167.1,60.9,151.27,256.48,178.28,81.54,302.65,146.95,156.73,163.57,460.99,226.06,53.43,215.71,53.52,142.52,152.27,60.2
516,161.39,231.3,166.23,217.08,221.66,58.9,128.91,347.32,359.69,210.73,131.58,53.62,166.58,61.0,148.93,255.22,178.48,81.29,303.33,145.11,162.0,160.07,462.52,226.27,53.5,214.68,53.53,143.94,150.11,59.84
517,160.92,228.9,164.51,214.19,216.63,58.08,128.45,348.1,349.58,208.92,130.82,52.04,165.25,60.75,147.66,253.13,173.57,80.75,301.6,142.73,162.0,165.18,463.0,222.94,53.4,214.35,53.18,141.22,147.62,57.81
518,158.74,227.72,162.41,205.44,214.09,56.68,126.91,343.91,349.1,205.1,129.35,52.04,164.87,60.45,145.08,254.59,172.65,79.98,296.03,142.95,162.62,162.61,461.17,218.63,53.16,205.93,52.5,140.19,137.38,56.72
519,158.93,226.08,161.62,204.2,214.33,56.9,127.18,343.39,363.81,204.45,128.82,51.94,162.97,59.96,144.95,253.61,172.8,78.83,296.37,146.0,161.3,168.83,462.27,223.03,52.96,201.85,52.38,140.2,137.46,56.62
520,173.11,225.04,159.78,204.1,214.31,56.11,132.59,341.55,358.98,202.3,136.1,51.0,167.63,59.82,146.53,250.68,173.75,79.46,288.49,145.48,159.54,168.6,456.84,215.39,52.9,202.0,50.99,137.15,136.51,57.18
521,175.32,222.54,159.69,194.27,214.29,55.33,132.69,342.68,357.28,200.65,134.26,51.69,168.38,59.6,147.92,249.85,169.3,79.14,296.71,143.99,158.15,167.86,458.43,211.0,51.02,205.87,49.76,135.75,133.6,57.22
522,171.9,224.0,159.22,189.75,212.17,54.62,135.37,341.03,356.43,200.65,132.52,48.05,170.59,59.65,145.31,248.74,170.16,80.58,299.84,144.64,159.13,165.66,461.6,212.74,51.19,206.15,50.0,135.84,135.42,60.18
523,177.06,229.14,170.33,190.57,201.16,55.61,130.61,347.01,366.54,201.99,134.5,47.73,171.79,60.84,146.61,256.09,163.1,80.9,308.26,145.91,160.5,166.82,466.06,222.13,52.9,228.0,50.46,137.52,138.63,60.04
524,179.82,227.14,174.78,200.24,201.56,55.67,131.33,354.68,366.98,204.48,133.57,48.82,172.29,61.01,148.6,259.45,166.02,81.48,310.98,148.07,160.45,166.18,472.57,232.63,53.23,226.17,49.76,139.81,142.97,59.73
525,183.54,228.68,174.61,208.34,205.35,55.37,134.79,364.06,368.7,205.34,135.53,48.95,170.88,60.56,151.15,258.99,167.43,81.92,308.76,148.22,159.74,167.99,468.41,232.12,53.2,232.36,49.75,140.91,144.49,61.81
526,184.16,228.93,175.84,207.52,204.94,56.17,135.41,363.06,373.73,207.55,137.25,49.51,172.77,61.18,149.94,262.28,166.66,82.01,313.46,148.71,162.6,172.72,479.78,225.01,53.8,235.42,50.41,140.85,142.62,61.66
527,184.04,224.04,172.9,206.39,200.59,55.2,134.2,358.88,364.81,191.74,137.78,48.28,172.76,61.61,148.7,260.64,164.39,79.01,301.25,145.31,164.14,172.07,488.77,212.77,53.79,231.54,49.5,140.99,140.03,61.21
528,185.85,222.11,172.39,206.45,198.41,55.15,135.88,367.6,359.67,191.5,137.15,48.01,171.63,60.96,152.56,260.06,160.73,78.56,305.94,145.39,161.53,171.9,483.17,219.23,53.31,228.39,48.6,139.33,142.02,60.6
529,187.87,223.53,171.66,211.92,199.82,55.17,138.55,368.15,357.35,192.48,137.24,48.18,171.06,61.6,153.07,259.85,161.17,77.58,300.95,145.14,160.32,171.33,483.7,216.97,53.0,227.16,49.09,137.96,142.51,59.91
530,194.0,241.01,174.83,213.27,201.5,55.34,136.44,370.1,361.44,194.56,137.02,48.81,171.51,62.0,155.95,260.08,162.41,76.91,304.56,143.53,159.96,172.5,493.41,217.43,52.82,227.94,49.79,137.99,142.48,61.09
531,196.4,237.19,176.28,215.86,203.6,56.29,137.79,374.53,364.37,196.62,137.79,49.91,171.49,61.04,156.6,259.86,163.64,76.53,311.21,146.26,159.6,172.73,498.1,222.04,53.5,230.87,49.99,137.69,147.23,61.99
532,195.51,228.82,172.12,218.75,203.07,54.87,136.04,370.57,355.09,191.75,133.52,48.86,169.42,61.38,155.95,256.87,159.74,76.56,302.38,144.82,157.17,172.43,486.72,217.67,53.04,225.59,49.22,136.08,152.16,60.95
533,191.81,228.2,168.64,212.3,201.24,53.9,138.81,363.06,350.29,186.99,132.69,47.63,167.71,60.29,153.92,255.16,159.54,76.64,295.04,140.18,156.29,171.76,478.13,207.9,53.32,224.69,48.7,135.33,149.47,61.09
534,192.35,224.27,168.88,210.04,199.89,53.18,136.67,360.24,351.56,186.69,130.15,47.58,165.6,60.68,152.49,253.39,158.01,76.47,295.0,141.59,156.74,170.77,474.4,206.4,53.27,225.34,47.36,133.95,150.85,60.83
535,197.98,223.94,172.79,217.73,203.41,54.27,134.26,363.94,353.26,189.53,129.94,48.44,167.31,60.91,154.72,253.81,157.34,77.81,300.47,145.58,156.82,171.6,478.23,214.25,53.36,227.82,48.3,134.37,154.72,61.86
536,198.38,222.66,172.55,218.93,203.64,54.25,134.3,360.05,350.09,189.06,129.18,48.23,167.21,60.9,155.0,253.09,155.63,77.22,299.5,146.49,158.01,172.27,480.05,211.74,53.4,228.82,47.88,133.53,156.35,62.08
537,195.71,221.68,168.88,213.58,194.74,55.77,133.61,349.06,347.94,184.59,124.97000000000001,47.57,166.19,62.12,151.43,250.93,148.64,76.36,290.73,142.8,159.82,170.59,470.34,200.03,53.58,224.61,46.81,138.88,152.95,61.17
538,194.88,220.77,167.3,209.03,191.95,57.21,133.42,346.04,346.87,182.13,124.35,45.04,163.36,62.54,152.14,250.6,147.62,76.37,287.93,142.95,159.9,170.63,467.81,196.84,53.83,222.69,46.61,137.99,151.36,60.59
539,192.44,221.41,164.32,198.74,191.21,56.3,132.4,344.27,316.17,182.56,123.92000000000002,44.69,161.14,62.28,151.87,252.7,146.75,75.95,287.72,138.19,157.93,171.08,462.51,195.13,53.9,221.32,45.79,136.45,148.09,60.3
540,188.95,221.0,160.07,196.42,186.67,54.44,135.55,341.19,308.45,178.96,122.07,44.65,161.22,61.59,148.69,247.79,144.38,75.84,280.27,136.83,155.96,170.14,459.62,190.54,53.41,215.95,45.46,135.05,145.87,59.97
541,188.35,219.27,162.74,198.43,184.69,54.73,134.85,340.19,313.24,182.34,121.97,46.72,158.14,60.51,144.55,245.03,143.7,73.51,294.59,137.17,151.76,166.5,455.89,204.29,52.59,217.3,45.27,134.53,149.4,58.72
542,193.71,227.03,164.85,201.48,187.06,56.04,140.38,350.12,316.65,188.56,124.17999999999999,47.71,166.0,62.85,147.97,249.45,150.51,76.32,297.31,138.8,158.24,173.44,475.75,208.09,54.12,219.27,46.2,136.38,149.53,59.65
543,194.54,226.48,165.12,205.34,187.58,55.77,144.0,341.29,315.83,189.75,122.51,47.7,164.57,62.24,141.8,244.77,148.65,76.58,298.79,136.55,155.89,171.83,475.87,210.53,53.67,216.12,46.09,135.16,148.46,58.96
544,178.06,225.21,163.2,194.91,182.83,54.62,149.72,328.2,320.25,183.6,121.35,46.82,164.0,61.97,136.45,239.63,144.75,76.34,294.95,132.22,153.31,167.82,476.25,208.89,53.61,208.97,45.01,135.99,145.7,57.13
545,180.31,228.59,166.56,197.81,192.61,56.15,154.14,336.38,327.37,186.44,123.85999999999999,48.87,166.04,62.43,139.28,240.94,147.22,76.67,300.19,135.68,153.79,173.68,485.38,210.39,54.14,208.48,46.15,136.16,147.34,59.2
546,179.89,232.64,166.23,188.85,194.85,56.07,156.22,333.42,324.36,187.52,125.92999999999999,47.93,168.48,62.47,138.29,236.65,148.3,77.15,295.92,133.97,154.36,173.6,486.59,204.75,54.66,207.23,46.72,139.29,145.57,59.67
547,172.95,232.91,163.17,180.84,195.66,56.51,158.65,329.67,324.26,187.43,126.62,48.07,169.48,62.57,134.4,235.81,146.73,77.83,289.86,131.18,155.14,173.4,498.65,203.01,55.11,200.29,47.72,142.82,140.72,58.83
548,159.13,234.36,159.3,169.17,196.7,55.59,162.04,321.89,322.77,182.16,126.06999999999998,47.68,172.21,61.08,129.21,224.33,143.28,77.73,278.91,124.44,152.84,169.79,486.87,196.23,54.68,190.7,46.99,141.67,133.5,57.98
549,160.05,231.1,157.44,173.8,210.0,54.4,170.53,321.37,316.74,183.24,125.68,47.5,168.72,58.66,128.3,222.79,145.4,76.95,275.85,121.21,146.79,168.45,473.46,192.08,53.25,191.71,47.47,138.74,131.75,57.84
550,168.65,231.46,162.95,178.56,209.78,55.92,166.27,333.59,317.2,185.4,126.21999999999998,47.63,169.36,58.96,133.44,222.47,146.6,77.79,288.5,126.95,148.77,171.37,485.57,203.16,53.08,199.76,48.12,139.46,133.65,59.8
551,169.6,226.95,158.52,178.39,211.79,54.71,170.82,329.9,317.94,184.36,124.35,46.66,169.66,57.88,131.86,222.0,143.93,77.89,285.59,126.03,144.94,171.89,491.44,200.15,53.23,197.97,48.07,142.63,133.64,60.63
552,167.9,228.85,154.73,176.23,214.83,54.69,170.9,327.0,316.79,182.24,123.96,45.83,169.35,57.92,128.89,226.87,140.96,78.26,280.07,122.63,143.22,173.73,482.87,197.9,53.04,196.71,47.44,142.07,131.75,60.91
553,172.79,229.21,150.62,175.52,215.44,54.3,166.72,324.98,318.36,183.2,123.94000000000001,44.4,171.69,58.54,130.17,226.18,143.48,77.78,276.44,117.57,145.05,177.18,487.92,193.12,52.5,200.33,47.91,144.05,129.03,60.28
554,176.04,231.56,155.09,179.89,216.46,55.6,158.28,329.16,328.54,187.79,125.64,44.81,176.14,59.62,132.48,232.57,144.31,78.64,287.15,119.4,150.27,180.19,497.91,196.14,52.76,206.14,48.17,145.78,134.2,58.87
555,180.61,231.67,159.59,188.99,216.08,55.81,157.71,340.76,330.91,191.03,127.04000000000002,46.63,174.52,59.46,138.4,238.14,145.51,78.12,294.39,125.19,149.76,179.29,498.26,205.57,52.49,211.87,47.38,145.35,138.14,59.64
556,186.97,235.86,160.62,190.19,221.7,56.17,160.44,343.27,336.36,191.93,127.96,47.14,176.8,60.09,140.15,237.47,147.69,78.94,295.22,127.41,150.23,181.03,507.02,210.41,52.36,213.45,47.48,145.01,139.47,62.84
557,190.72,236.25,163.98,192.83,220.91,55.97,161.73,345.38,340.74,194.72,128.76,47.45,174.84,60.1,140.1,238.92,148.32,79.11,300.43,131.24,150.15,180.31,506.12,218.8,50.8,219.11,47.36,145.44,140.3,62.39
558,189.09,236.32,165.38,185.9,223.71,56.0,164.64,339.0,329.37,193.02,128.1,47.39,175.83,60.58,139.65,235.32,148.58,79.06,299.16,130.19,150.72,182.54,507.66,213.72,51.1,217.04,47.38,144.23,138.62,63.34
559,191.33,236.47,168.82,191.04,222.71,56.17,164.09,343.01,329.73,195.03,129.06,48.39,175.0,60.8,142.62,238.12,149.94,79.3,304.06,133.09,151.88,182.7,505.32,218.21,51.0,218.47,47.43,143.8,140.11,63.55
560,186.02,234.18,170.21,186.04,222.17,54.48,165.86,335.61,317.05,192.34,128.3,48.27,174.34,60.4,139.78,236.12,147.68,79.73,299.49,133.0,150.82,181.62,503.23,211.11,50.97,214.68,46.74,141.95,137.64,63.3
561,188.89,236.87,174.07,189.05,222.21,54.5,166.3,336.23,315.78,194.69,129.25,51.62,175.24,60.98,140.69,240.26,148.98,80.41,304.1,132.08,151.08,184.22,513.46,213.98,51.0,217.31,47.02,142.83,138.96,64.09
562,190.28,238.79,174.72,188.95,223.36,54.97,169.31,337.49,310.68,197.79,131.35,51.83,176.92,61.53,141.92,241.58,150.46,81.34,303.68,133.7,152.83,187.75,513.03,211.03,51.28,218.43,47.12,143.45,139.14,64.7
563,189.7,240.47,175.6,188.16,221.85,55.14,166.35,335.3,314.28,197.11,131.47,51.51,177.83,61.92,140.87,242.94,149.47,81.21,310.7,134.81,153.88,186.76,513.2,215.28,51.17,220.77,47.19,146.0,138.72,64.11
564,190.94,241.54,178.96,193.8,221.04,55.67,164.32,339.66,317.71,197.54,131.94,52.25,177.74,62.16,141.18,248.17,152.08,81.57,315.41,139.14,155.46,183.81,510.73,221.29,51.25,228.12,47.82,147.23,142.38,64.19
565,189.76,242.57,177.77,194.91,223.08,56.05,165.48,335.59,308.46,196.54,132.13,51.43,179.59,62.21,140.54,249.03,151.43,82.4,313.86,138.54,154.39,185.55,520.82,214.94,51.61,223.95,47.46,149.87,140.96,64.26
566,187.0,241.82,174.61,191.5,222.82,55.76,162.83,330.1,299.33,194.58,130.02,49.56,177.23,62.0,136.32,247.28,148.88,82.05,308.31,134.56,152.8,182.73,509.97,212.32,50.94,221.77,44.77,148.92,137.16,63.72
567,187.17,243.12,174.31,190.76,219.77,55.66,164.22,330.22,301.89,196.03,130.15,48.11,178.19,62.87,135.31,249.25,149.69,83.52,309.42,133.52,155.09,185.25,512.59,212.25,52.12,226.36,43.86,151.01,137.0,64.18
568,187.66,244.87,178.44,191.18,220.81,55.87,164.37,328.21,305.58,196.07,130.27,49.2,176.47,62.54,135.91,246.83,149.53,83.49,314.97,134.34,154.08,181.82,510.02,218.85,52.46,227.74,43.4,151.04,138.58,64.01
569,185.4,244.56,175.06,182.65,216.02,54.92,163.36,323.96,304.86,193.63,128.89,48.13,177.61,62.47,133.34,248.51,148.9,83.72,310.88,132.3,154.62,181.39,517.76,210.14,52.78,226.09,43.49,151.47,135.62,63.49
570,183.71,249.93,171.83,178.72,216.21,54.37,164.81,316.26,298.54,193.62,129.39,47.54,182.23,63.1,131.49,251.46,150.3,84.97,299.5,128.36,156.83,182.58,531.75,200.82,53.2,219.01,44.31,154.99,132.57,61.67
571,182.39,251.64,172.14,177.97,215.9,54.63,167.1,314.15,302.75,192.7,128.55,47.56,181.76,63.44,131.09,254.36,149.95,86.8,301.37,129.38,158.86,182.09,536.95,200.16,52.67,216.15,45.11,156.54,131.87,61.25
572,183.7,252.02,170.09,175.2,217.03,54.28,169.93,321.39,311.11,190.16,127.73,47.02,182.12,63.83,133.49,251.46,149.81,87.68,296.97,128.15,160.1,184.86,545.96,197.17,53.53,216.98,45.42,157.41,131.87,61.68
573,177.57,250.87,165.75,175.03,216.05,52.88,165.56,320.76,306.72,189.27,126.36999999999999,46.57,179.84,63.81,133.0,250.45,150.12,86.63,285.26,124.98,159.49,185.64,537.44,195.45,53.9,214.75,44.43,154.29,130.65,61.95
574,175.54,250.04,167.66,176.28,216.7,51.82,169.01,319.78,306.29,190.99,125.98,46.5,179.9,64.56,131.54,249.17,148.58,85.63,282.06,125.04,159.01,184.94,533.71,194.81,53.67,211.4,44.23,153.23,130.84,63.26
575,179.59,253.51,170.4,182.87,218.27,52.15,171.67,321.97,310.42,194.85,126.14,47.01,180.66,64.73,127.3,251.33,148.66,86.13,287.62,127.49,159.46,183.71,537.0,195.72,54.14,213.27,44.6,157.22,132.35,64.16
576,181.16,254.02,165.29,181.94,227.81,51.17,171.59,321.64,304.52,195.19,126.56,45.67,179.9,65.02,126.12,250.51,147.38,86.91,279.83,133.46,158.57,184.24,534.82,189.41,53.83,212.79,44.81,157.08,130.47,65.49
577,184.48,251.93,165.07,179.85,229.92,51.11,173.89,329.88,300.21,192.07,126.17000000000002,46.64,177.66,64.44,128.46,251.06,146.18,86.07,280.52,131.63,157.06,185.22,534.08,187.01,53.39,213.17,44.5,155.88,127.77,65.88
578,187.17,253.37,167.4,185.98,232.16,51.83,171.83,335.95,307.8,197.2,129.15,47.93,183.08,65.07,131.12,255.4,150.1,85.79,285.3,137.05,159.41,176.16,537.7,191.39,53.75,215.7,45.6,157.65,131.9,67.05
579,188.46,255.38,167.23,183.55,235.08,53.02,172.53,341.06,315.14,196.34,138.32,48.11,183.89,65.96,131.58,255.85,150.59,86.46,286.36,135.87,163.65,177.71,546.01,186.23,54.41,217.79,46.54,159.63,124.57,67.54
580,185.74,255.46,166.42,181.02,232.57,52.78,164.58,334.3,310.36,195.94,139.85,47.5,183.36,66.21,130.56,255.25,151.77,86.23,280.81,135.46,162.61,176.26,537.44,177.23,55.01,216.45,46.81,159.87,121.66,69.51
581,180.54,250.35,161.79,176.92,216.3,51.36,160.95,319.77,300.11,190.63,138.25,46.54,181.54,65.25,126.81,250.17,149.17,84.59,274.03,129.07,161.25,173.11,520.94,171.43,51.91,208.17,45.54,156.86,118.27,68.5
582,184.1,252.17,162.88,175.91,216.7,51.94,157.49,321.42,304.94,191.82,139.1,47.06,186.01,65.94,126.77,252.88,148.6,85.44,280.72,127.94,162.55,174.44,524.27,174.57,50.28,209.95,45.39,156.94,119.95,68.07
583,178.65,249.87,156.8,167.04,210.3,50.9,156.53,313.12,299.96,187.67,136.19,45.52,184.68,65.05,123.02,248.58,144.22,84.48,270.22,120.52,159.79,172.66,513.78,170.08,49.41,201.1,44.87,155.3,115.77,67.37
584,177.63,248.79,156.57,154.46,213.96,49.31,156.24,313.23,301.6,186.35,135.06,45.22,182.1,65.56,121.42,247.14,144.21,84.41,283.22,121.24,159.36,173.55,513.81,174.68,48.46,214.11,44.23,154.24,115.21,67.45
585,181.98,238.13,163.64,154.22,212.44,50.63,161.79,318.41,311.76,189.92,135.74,46.84,183.46,66.19,123.34,254.19,147.14,88.58,289.63,127.05,163.41,174.5,524.42,185.74,48.4,220.66,44.53,156.21,115.29,67.81
586,174.71,233.19,157.65,148.84,210.54,48.98,156.67,305.49,300.4,193.51,132.21,43.59,180.46,64.61,119.36,249.16,144.22,88.69,277.52,124.7,160.55,171.06,508.55,175.94,46.3,213.13,42.4,152.99,111.63,66.5
587,171.62,230.92,157.96,148.61,212.07,49.86,159.75,310.42,306.97,196.87,133.04,44.96,178.64,63.44,120.45,246.64,145.91,87.65,284.47,126.08,158.38,170.09,501.15,177.57,46.23,211.53,42.52,151.98,113.5,67.06
588,172.11,232.19,159.48,153.58,213.62,49.92,162.49,314.66,304.96,197.04,132.52,45.06,178.29,63.08,123.03,245.87,148.08,87.1,281.78,122.86,156.21,171.76,499.62,178.36,47.17,208.56,42.94,152.51,113.55,68.15
589,177.82,236.1,166.02,156.97,222.59,51.58,167.59,324.11,315.31,205.85,137.4,46.54,180.2,65.03,127.1,254.32,154.23,88.52,289.98,126.06,157.36,175.45,507.62,185.48,48.37,214.52,44.46,154.62,116.19,70.61
590,171.01,234.35,156.77,150.47,215.93,49.61,166.26,313.07,299.11,197.87,135.92,44.6,176.76,64.51,123.92,248.92,149.46,88.01,277.35,118.63,154.46,172.01,494.72,172.3,47.84,205.24,43.78,152.74,112.61,68.47
591,167.15,236.5,157.28,148.9,214.65,49.33,170.69,312.96,294.31,195.43,137.67,44.3,176.37,64.74,123.72,250.78,149.53,88.39,274.73,114.49,156.0,171.64,499.62,169.7,48.27,202.82,43.99,149.56,110.29,67.93
592,161.02,239.24,152.06,133.31,206.29,48.96,159.25,308.89,297.03,193.96,134.44,43.07,177.33,64.61,121.86,247.49,152.38,87.64,264.58,111.21,155.61,171.92,486.42,163.6,48.62,193.0,43.85,151.31,106.98,66.63
593,161.83,240.71,154.51,132.95,202.99,49.55,160.78,305.06,291.16,194.77,129.13,44.01,177.09,64.01,118.89,245.68,149.12,87.81,269.5,109.49,154.79,172.99,488.01,167.15,48.13,193.58,43.31,149.18,107.68,65.81
594,159.39,240.64,146.5,129.39,205.21,48.65,163.16,301.55,282.96,192.02,130.75,42.83,176.13,64.31,118.14,244.43,146.41,89.19,260.55,107.92,152.61,172.38,486.15,161.27,47.88,196.72,43.35,147.62,105.21,66.79
595,153.27,244.72,142.56,123.14,203.03,48.29,164.71,299.41,289.69,192.92,132.9,42.84,177.87,64.51,118.04,244.19,149.59,90.83,255.35,107.9,151.99,173.37,478.8,160.42,48.06,193.97,43.16,147.48,104.31,67.04
596,158.75,243.4,147.11,127.2,204.33,49.56,167.87,306.99,296.03,193.53,133.6,43.6,176.85,65.72,119.09,245.04,149.3,90.41,261.12,113.01,153.62,172.78,485.4,166.91,48.18,199.23,43.55,148.05,107.33,67.56
597,156.43,243.87,145.54,124.05,207.19,49.0,173.01,303.44,295.99,193.96,135.03,43.08,178.08,65.96,118.26,244.04,150.5,92.32,261.5,112.6,155.12,174.5,489.22,164.12,49.04,197.81,44.15,148.21,105.18,67.98
598,161.85,245.35,149.24,132.05,213.09,50.6,174.03,312.97,300.95,199.06,138.37,44.4,178.82,65.78,122.18,241.63,152.34,93.0,266.82,115.9,154.68,177.39,492.53,163.73,48.94,204.0,44.94,131.35,108.64,69.97
599,156.1,243.96,140.82,125.52,207.94,48.36,168.06,306.73,285.18,193.87,132.94,42.35,175.5,61.2,120.09,231.05,148.93,92.1,254.08,109.37,145.04,174.32,471.38,157.33,48.89,199.99,41.17,122.43,104.3,68.91
600,154.0,244.77,137.35,127.14,206.76,41.72,166.86,308.2,287.76,192.65,129.66,42.01,173.94,60.0,118.31,229.0,146.96,92.09,253.14,106.44,141.7,169.3,478.55,155.6,49.1,197.37,40.61,119.07,103.14,68.76
601,153.24,247.5,137.59,120.7,197.82,42.94,167.82,306.8,287.19,189.75,128.48,41.65,176.98,60.98,117.34,233.91,143.83,93.55,252.56,108.0,141.79,168.24,485.73,159.65,49.53,199.03,40.96,119.2,102.42,68.11
