,AXP,AMGN,AAPL,BA,CAT,CSCO,CVX,GS,HD,HON,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,CRM,VZ,V,WBA,WMT,DIS,DOW
602,159.04,249.04,143.11,124.07,204.15,43.35,171.72,316.61,286.03,189.58,131.17,42.0,179.44,62.86,124.6,238.0,144.38,93.83,260.65,108.63,145.05,172.1,492.08,160.32,49.67,207.56,42.15,122.6,105.83,67.49
603,155.63,251.89,140.36,119.4,205.65,43.77,172.64,313.95,287.92,189.96,133.8,41.67,181.4,64.02,126.36,244.52,145.75,94.64,259.62,107.29,147.63,173.91,497.56,156.93,50.68,202.63,42.08,124.13,101.59,67.07
604,160.51,253.01,140.52,122.06,209.31,44.0,175.41,314.9,293.57,190.44,134.39,42.2,179.62,64.07,127.24,244.01,145.79,93.75,262.52,108.2,145.21,173.59,498.09,159.65,51.24,203.84,42.46,123.37,103.26,67.3
605,165.37,253.05,143.78,127.73,212.99,44.99,176.59,323.63,302.81,193.1,136.89,43.48,179.46,64.3,129.44,248.09,147.04,92.31,265.9,112.94,146.48,174.87,502.23,162.46,50.99,208.55,43.04,126.0,105.61,67.84
606,169.6,255.26,149.64,132.23,217.14,45.62,178.28,328.58,308.46,196.35,139.27,44.55,181.09,64.68,131.27,251.87,149.51,93.08,273.24,115.99,148.72,177.83,507.11,165.1,51.4,212.88,43.71,128.48,109.32,69.06
607,168.82,256.74,148.84,131.4,215.85,45.05,174.66,326.85,302.75,193.62,138.84,44.42,179.53,63.38,132.23,252.21,149.29,92.03,271.87,118.85,147.88,179.04,496.78,160.24,51.29,212.17,43.83,128.63,110.44,67.98
608,165.76,253.42,148.71,130.65,217.57,45.23,176.32,321.85,297.19,191.91,139.43,44.11,177.71,63.07,129.91,249.28,146.42,91.14,272.42,118.68,145.64,176.29,492.55,176.07,51.4,209.93,43.26,125.45,109.19,68.11
609,169.14,248.28,151.21,140.5,220.0,45.79,176.0,324.25,305.87,197.04,140.15,44.84,177.15,63.73,132.0,250.38,148.18,90.0,274.58,123.41,147.21,178.06,492.26,188.4,51.29,215.05,43.43,127.51,110.87,68.1
610,166.83,248.45,145.38,139.25,222.9,45.25,177.6,318.68,305.08,194.82,141.18,43.39,176.42,62.97,130.16,248.36,145.97,89.91,270.02,120.95,145.89,174.19,485.61,184.91,50.81,212.65,43.14,125.32,108.67,67.03
611,167.02,245.44,146.14,139.24,223.63,45.33,176.83,320.51,303.89,195.19,142.88,43.34,176.4,62.87,129.73,248.07,146.21,89.84,268.75,120.23,145.32,176.98,490.18,182.87,51.24,212.94,43.39,124.87,107.83,67.07
612,168.69,246.41,148.71,140.82,227.1,45.57,180.2,321.51,301.77,197.62,142.78,43.53,178.34,63.25,130.07,248.94,146.87,90.48,272.5,121.67,146.94,178.64,497.1,187.15,51.65,214.5,43.0,123.37,107.79,67.37
613,165.96,245.48,147.96,139.63,229.8,44.92,181.13,314.68,297.53,194.52,140.83,41.23,177.28,62.89,128.0,245.61,145.42,89.48,270.41,122.4,145.11,175.97,493.53,189.19,51.55,213.5,42.6,122.3,107.34,67.24
614,160.98,241.75,142.64,133.73,223.67,44.26,177.52,304.22,299.86,192.01,137.96,40.01,173.71,61.8,125.31,242.16,144.18,88.0,264.79,118.6,142.49,171.53,489.43,187.11,50.94,206.11,41.72,121.02,103.3,65.86
615,154.42,240.01,137.13,127.0,215.18,43.49,175.4,287.02,289.24,186.28,136.19,39.18,172.55,61.41,119.55,237.38,137.65,87.18,252.99,114.73,141.95,169.3,484.63,178.45,50.82,199.51,41.54,121.7,99.4,61.87
616,146.29,236.77,131.88,115.86,206.88,43.24,167.33,283.32,283.16,184.42,135.11,37.77,170.81,61.34,115.99,238.47,136.37,85.0,242.26,110.44,138.15,167.71,469.7,166.03,49.59,192.26,40.28,119.41,95.71,58.68
617,144.6,235.7,132.76,122.16,206.69,42.91,167.55,282.54,278.67,183.28,135.72,37.93,168.19,59.23,114.06,238.76,135.25,84.5,244.49,110.72,133.84,166.31,461.75,164.45,49.16,193.52,40.2,119.46,94.22,58.56
618,146.22,235.58,135.43,133.72,206.0,43.8,164.26,290.07,279.73,184.97,137.06,38.65,169.99,59.67,115.41,238.9,134.33,84.63,251.76,113.44,132.51,165.54,464.33,168.55,49.15,196.16,40.73,119.38,95.88,57.41
619,137.5,230.71,130.06,133.36,194.79,43.32,155.48,284.98,273.46,179.88,135.67,37.34,170.08,59.07,113.43,235.19,130.94,84.89,244.97,107.12,133.32,161.38,456.09,159.85,48.84,189.05,39.67,120.62,94.28,55.42
620,144.18,234.72,131.56,136.8,192.64,43.39,148.38,279.79,270.73,179.7,135.02,36.97,169.46,59.43,113.03,234.38,129.84,84.62,247.65,107.34,132.36,161.88,452.06,163.26,49.03,190.01,39.32,118.29,94.34,54.77
621,144.76,238.41,135.87,136.75,196.37,44.14,154.59,284.81,269.2,180.51,137.85,37.73,173.01,60.7,115.83,239.59,130.01,88.03,253.74,108.68,136.37,162.63,480.32,166.83,50.65,194.39,40.1,122.17,93.29,54.95
622,144.39,240.14,135.35,137.16,187.83,43.57,147.87,284.54,268.98,177.73,137.08,37.38,175.74,61.15,115.18,243.06,130.4,89.16,253.13,104.92,138.5,163.15,489.68,167.45,50.79,193.82,40.45,120.69,93.5,52.34
623,141.65,243.09,138.27,133.97,178.67,42.93,142.43,286.17,275.42,174.57,138.44,37.41,179.66,61.88,113.92,243.58,130.15,92.0,258.86,108.0,142.3,159.77,499.81,173.05,52.09,196.64,40.89,123.62,94.3,51.06
624,146.15,245.37,141.66,141.53,185.49,44.1,144.77,302.75,283.0,180.02,142.06,38.61,182.29,63.04,117.32,247.9,134.33,93.13,267.7,112.91,144.35,166.72,495.64,185.92,50.96,205.51,41.65,123.72,97.78,53.14
625,144.29,244.85,141.66,138.72,187.59,43.77,147.57,300.78,282.69,178.29,142.8,38.63,182.12,62.91,116.38,247.03,132.8,94.41,264.89,110.5,143.25,167.49,505.66,181.31,50.96,203.56,42.19,124.12,96.61,52.22
626,142.19,243.51,137.44,138.7,187.44,43.06,149.94,299.49,270.15,175.95,141.86,37.78,176.94,62.28,115.82,242.83,130.33,91.89,256.48,102.78,140.92,167.47,508.44,171.46,50.46,198.12,40.96,122.37,95.92,52.53
627,139.47,245.43,139.23,138.45,183.48,42.88,146.98,303.28,273.87,173.2,140.71,37.29,176.99,62.73,115.3,247.74,129.77,92.51,260.26,103.25,142.2,165.8,515.71,170.61,50.94,199.5,40.87,121.92,95.65,51.98
628,138.62,243.3,136.72,136.72,178.76,42.64,144.78,297.02,274.27,173.81,141.19,37.41,177.51,62.91,112.61,246.88,129.41,91.17,256.83,102.2,143.79,169.13,513.63,165.04,50.75,196.89,37.9,121.58,94.4,51.61
629,140.4,245.55,138.93,139.84,178.29,42.6,146.51,299.23,279.08,175.11,141.12,36.34,179.52,64.38,114.05,252.96,128.49,92.42,259.58,101.18,146.11,171.18,517.4,168.2,51.64,199.18,38.56,122.63,96.14,51.69
630,139.65,246.73,141.56,137.7,173.76,41.96,142.66,297.2,283.73,172.09,137.62,36.69,178.14,63.28,112.62,252.29,129.21,92.64,262.85,104.32,144.7,167.2,505.24,172.2,51.42,200.54,38.51,124.25,97.18,50.73
631,138.15,245.25,142.92,136.31,172.31,42.69,140.78,293.76,283.58,173.21,138.08,36.99,178.3,63.41,111.89,251.46,129.84,93.13,266.21,104.23,146.05,169.9,515.29,172.73,51.51,201.12,37.78,125.13,96.08,51.18
632,141.03,247.42,146.35,139.97,180.28,43.22,143.52,298.6,286.69,173.79,140.83,38.14,178.5,62.91,114.72,252.94,130.05,93.01,268.4,108.13,146.0,169.63,514.38,176.64,50.71,202.8,38.21,125.32,97.43,52.28
633,141.76,248.48,147.04,139.07,179.1,43.39,142.77,296.47,286.47,173.34,140.47,37.99,178.28,63.14,114.36,253.24,128.72,92.78,267.66,107.93,145.02,169.0,518.63,175.5,50.49,203.57,37.55,125.4,95.86,51.38
634,140.58,247.78,144.87,136.99,175.02,43.25,141.51,293.18,286.39,172.84,141.0,37.2,178.35,62.94,112.86,253.28,129.01,94.3,264.51,105.11,146.04,168.52,516.95,174.36,50.5,205.06,37.43,125.45,93.64,51.01
635,139.18,246.97,145.86,147.15,174.49,42.86,138.92,292.53,285.12,173.61,139.18,37.21,175.85,62.67,112.97,251.48,130.2,93.6,253.67,103.76,144.75,165.28,514.42,166.33,50.78,204.82,37.97,125.07,93.6,50.42
636,139.4,247.09,145.49,143.95,173.87,42.7,137.99,290.15,287.18,170.87,137.18,37.21,175.44,62.38,111.91,252.67,128.37,93.77,252.72,105.11,145.7,163.32,501.24,163.49,50.51,204.15,37.24,125.37,92.94,49.67
637,136.48,245.59,148.47,147.15,169.94,42.33,135.94,281.59,289.48,169.51,139.06,37.71,175.68,62.18,108.0,252.6,128.31,93.88,254.08,103.22,145.27,155.68,502.43,161.04,50.49,205.91,36.86,127.82,91.84,48.9
638,142.48,248.69,150.17,147.74,173.38,43.07,137.65,293.87,292.41,172.8,139.92,38.62,178.23,62.5,112.95,255.01,130.13,94.96,256.72,104.7,145.07,156.18,529.75,167.38,51.02,210.04,38.03,129.07,95.2,49.55
639,142.33,243.84,147.07,147.72,173.49,42.6,139.58,301.26,293.05,170.95,138.13,38.71,174.23,61.65,111.79,252.42,128.91,92.34,254.25,103.94,143.31,154.99,519.37,167.89,50.28,207.21,38.32,128.77,95.7,50.47
640,147.78,247.32,151.0,156.13,179.49,44.03,144.61,318.05,299.83,177.23,130.88,40.22,171.69,62.53,114.56,256.5,132.13,92.36,259.53,109.19,144.04,158.35,533.45,173.81,50.45,213.66,38.6,129.56,99.61,52.45
641,148.93,246.63,153.04,158.38,179.97,44.13,146.52,321.45,302.3,178.26,129.18,40.56,170.71,61.5,114.54,254.58,133.01,89.65,262.27,111.11,141.55,158.2,519.47,182.45,49.07,213.37,38.92,130.64,103.35,52.55
642,150.18,245.78,155.35,161.41,180.99,44.58,145.4,326.54,305.0,180.03,127.15000000000002,40.61,171.31,61.36,115.32,253.47,133.95,90.14,264.84,111.62,140.77,156.83,522.46,185.35,47.66,216.19,38.46,132.55,104.18,51.4
643,153.01,245.95,154.09,158.16,178.62,44.46,144.19,323.93,306.59,181.47,128.25,39.2,172.12,61.59,114.76,253.99,134.12,90.11,260.36,109.12,143.02,156.42,521.41,182.47,44.45,213.7,38.66,132.21,102.72,50.85
644,153.79,248.72,152.95,156.64,181.81,44.34,148.48,324.12,306.15,181.26,128.54,39.16,172.46,62.19,115.22,250.38,134.12,90.53,258.83,109.28,143.99,159.98,529.47,177.29,44.76,214.27,38.75,132.02,102.69,51.58
645,149.83,251.14,151.6,155.92,181.23,43.83,147.32,318.55,298.18,181.42,128.08,38.96,173.68,63.21,113.42,257.09,140.75,91.29,251.9,105.2,144.27,160.86,531.59,170.46,44.92,212.49,38.85,121.98,99.78,51.3
646,151.63,251.72,156.79,156.09,185.25,44.64,149.26,324.54,298.91,183.66,129.12,40.18,173.2,63.01,115.24,258.89,138.86,91.23,268.74,107.86,145.64,158.96,534.61,180.3,44.91,210.47,39.22,126.59,103.5,52.24
647,152.14,249.75,157.35,159.09,187.84,45.62,150.39,329.11,299.63,190.44,129.22,39.71,174.2,64.06,114.81,263.46,140.37,89.94,276.41,112.23,148.06,155.74,541.49,181.29,45.55,211.35,39.44,129.75,104.9,52.3
